TID,PhoneNo,Destination,Cell,Disconnect,StartTime,EndTime,Cell2
8878,98351020,91908091,"E","Yes",2006-04-26 10:41:33,2006-04-26 11:32:40,"B"
8879,99350061,90817170,"D","N",2006-01-16 17:09:03,2006-01-16 19:43:29,"A"
8880,98351120,90807190,"C","N",2006-08-26 17:54:40,2006-08-26 20:37:52,"D"
8881,99250221,90917170,"C","Yes",2005-05-18 02:27:46,2005-05-18 02:53:01,"E"
8882,99340261,91817080,"E","N",2006-08-08 02:53:44,2006-08-08 03:20:44,"C"
8883,98351261,91907170,"B","N",2005-04-10 10:55:55,2005-04-10 12:35:39,"C"
8884,98250060,91809170,"F","N",2006-04-11 21:47:58,2006-04-11 23:58:11,"A"
8885,98241161,90808191,"F","Yes",2005-01-17 02:48:28,2005-01-17 03:31:54,"A"
8886,98350121,90908191,"D","Yes",2005-06-18 10:06:34,2005-06-18 12:04:03,"A"
8887,98341260,90819181,"D","Yes",2005-01-12 16:45:55,2005-01-12 18:19:11,"B"
8888,98241220,91808171,"C","N",2005-04-15 12:31:36,2005-04-15 13:51:47,"E"
8889,98251321,90817180,"A","Yes",2005-02-12 16:31:55,2005-02-12 18:32:35,"C"
8890,99340321,90919080,"D","N",2005-03-23 04:14:45,2005-03-23 06:30:18,"A"
8891,99350320,90818180,"F","N",2006-06-17 13:22:37,2006-06-17 13:31:05,"A"
8892,98340121,90907090,"D","N",2005-11-17 05:47:44,2005-11-17 05:48:05,"F"
8893,99251060,90908081,"C","Yes",2006-02-21 08:25:32,2006-02-21 10:27:49,"A"
8894,98351321,90807190,"E","Yes",2005-08-31 04:04:41,2005-08-31 06:30:31,"A"
8895,98241120,90908190,"B","Yes",2005-08-21 17:31:06,2005-08-21 19:44:09,"E"
8896,98340260,90819191,"D","Yes",2005-01-21 10:16:56,2005-01-21 12:50:16,"D"
8897,99240320,91819081,"F","Yes",2006-08-01 04:39:19,2006-08-01 06:35:56,"A"
8898,98351120,91807070,"C","N",2006-07-01 14:24:01,2006-07-01 17:09:02,"F"
8899,98341020,90909080,"B","N",2006-06-19 02:30:40,2006-06-19 04:56:25,"D"
8900,98241161,90918180,"B","Yes",2005-04-19 06:03:45,2005-04-19 06:34:36,"B"
8901,99341021,90809090,"A","Yes",2006-01-20 11:22:33,2006-01-20 14:06:18,"F"
8902,98241161,91809170,"B","Yes",2006-01-13 20:00:08,2006-01-13 20:13:33,"F"
8903,99250060,90918190,"C","Yes",2006-08-15 15:57:34,2006-08-15 16:15:11,"F"
8904,99241360,90908190,"D","Yes",2006-09-02 14:38:18,2006-09-02 16:45:57,"A"
8905,98340261,90817191,"E","N",2006-06-10 20:50:15,2006-06-10 21:08:52,"C"
8906,99350021,91818090,"A","Yes",2006-07-13 09:25:19,2006-07-13 12:05:24,"E"
8907,99351060,90908191,"C","N",2006-06-24 14:52:51,2006-06-24 17:00:34,"E"
8908,99340120,90818171,"F","N",2005-11-26 22:23:49,2005-11-26 22:27:23,"F"
8909,98341161,90908191,"F","Yes",2006-02-16 00:44:28,2006-02-16 02:47:00,"A"
8910,99340361,91907070,"C","N",2006-08-26 11:56:28,2006-08-26 12:19:44,"E"
8911,98350260,90818080,"C","Yes",2006-11-11 12:16:51,2006-11-11 13:07:42,"E"
8912,99351021,90917091,"D","Yes",2006-12-13 21:13:36,2006-12-13 21:17:39,"F"
8913,99240121,90918190,"D","N",2005-04-28 21:24:33,2005-04-28 21:24:59,"B"
8914,98340321,90818191,"B","Yes",2006-08-22 02:23:07,2006-08-22 03:10:03,"A"
8915,99251161,90819181,"F","N",2006-09-27 01:37:54,2006-09-27 02:35:22,"E"
8916,98251161,90818171,"B","Yes",2005-08-09 18:02:09,2005-08-09 19:05:24,"E"
8917,98350121,90819070,"C","N",2006-04-21 06:19:23,2006-04-21 08:01:34,"E"
8918,98341221,90909190,"C","Yes",2006-01-13 11:27:31,2006-01-13 12:41:49,"E"
8919,99340061,90907071,"E","Yes",2005-11-12 07:58:39,2005-11-12 10:04:22,"A"
8920,98251020,91807070,"B","Yes",2006-11-15 04:37:33,2006-11-15 05:19:33,"B"
8921,98240160,90909191,"B","N",2006-07-20 12:11:25,2006-07-20 14:26:14,"E"
8922,98240360,90918090,"E","N",2006-11-03 10:21:14,2006-11-03 10:40:04,"F"
8923,99241021,90807071,"C","Yes",2005-12-04 18:36:34,2005-12-04 20:16:33,"A"
8924,99350321,91917070,"A","Yes",2006-04-07 12:10:29,2006-04-07 12:25:00,"D"
8925,99341021,91918171,"F","N",2005-09-06 04:33:10,2005-09-06 05:20:29,"B"
8926,99240060,91807080,"B","Yes",2006-10-09 04:09:50,2006-10-09 05:52:00,"A"
8927,99350260,91918081,"B","Yes",2005-04-12 05:08:48,2005-04-12 07:14:42,"D"
8928,98241021,91909170,"A","N",2005-08-20 14:17:02,2005-08-20 16:35:13,"F"
8929,98251060,90807081,"F","N",2006-10-16 01:34:02,2006-10-16 01:53:07,"A"
8930,99351261,91917081,"B","N",2005-01-28 11:16:47,2005-01-28 11:58:49,"B"
8931,99341220,90809091,"B","Yes",2006-07-26 05:41:46,2006-07-26 08:26:20,"C"
8932,99341261,91807080,"C","N",2005-01-26 22:40:15,2005-01-27 00:06:55,"C"
8933,98251160,90909190,"C","N",2005-05-10 03:49:41,2005-05-10 05:26:41,"D"
8934,98340161,91919180,"F","Yes",2006-06-12 02:28:14,2006-06-12 04:07:57,"F"
8935,99350361,91809071,"B","Yes",2006-05-11 07:23:12,2006-05-11 08:28:09,"B"
8936,99250061,90919171,"B","N",2006-06-10 02:57:30,2006-06-10 04:39:31,"D"
8937,99250061,90817191,"D","Yes",2006-01-25 19:08:49,2006-01-25 19:23:40,"B"
8938,98341220,91918190,"C","N",2005-04-19 09:04:52,2005-04-19 09:36:04,"C"
8939,99341121,91917180,"C","N",2005-05-15 08:47:45,2005-05-15 11:25:37,"E"
8940,98341320,90918090,"F","Yes",2006-08-08 00:00:24,2006-08-08 01:18:08,"A"
8941,99350121,90818181,"B","N",2006-07-24 03:23:14,2006-07-24 03:48:30,"F"
8942,98341161,90907170,"B","Yes",2005-10-22 14:19:26,2005-10-22 15:29:49,"C"
8943,98351320,90917171,"D","Yes",2005-11-23 10:45:38,2005-11-23 11:53:04,"A"
8944,99340161,90818080,"E","N",2005-12-24 03:20:51,2005-12-24 03:39:08,"F"
8945,99240220,91807071,"C","Yes",2006-05-20 06:27:55,2006-05-20 08:23:40,"B"
8946,98351061,90917080,"E","N",2006-02-15 00:36:05,2006-02-15 02:28:45,"D"
8947,99240260,90907190,"C","Yes",2005-10-06 05:29:23,2005-10-06 08:11:57,"E"
8948,98350220,91819170,"C","N",2005-09-26 08:18:53,2005-09-26 10:41:35,"D"
8949,99350260,91807070,"C","N",2006-04-22 17:08:29,2006-04-22 18:27:28,"B"
8950,98350261,91819181,"B","N",2006-07-15 15:34:38,2006-07-15 16:29:28,"C"
8952,98240021,91807181,"C","N",2005-10-09 18:23:20,2005-10-09 18:30:42,"D"
8953,98351061,90817081,"F","N",2005-11-30 05:26:09,2005-11-30 06:44:51,"C"
8954,98250021,91917191,"C","N",2005-11-30 20:31:24,2005-11-30 22:41:54,"D"
8955,98241021,91817180,"E","Yes",2005-07-09 18:40:00,2005-07-09 21:01:07,"D"
8956,99341021,91918180,"E","N",2006-04-02 01:55:18,2006-04-02 02:31:46,"B"
8957,98350320,90809171,"C","N",2006-10-09 13:17:41,2006-10-09 15:29:09,"C"
8958,98350121,90818080,"C","Yes",2005-12-10 02:25:23,2005-12-10 03:07:15,"B"
8959,98241221,90807180,"F","N",2005-02-08 08:44:25,2005-02-08 10:39:49,"E"
8960,98241221,90817181,"B","N",2006-01-24 15:54:55,2006-01-24 16:44:14,"D"
8961,98241220,91809091,"E","N",2006-06-30 21:28:28,2006-06-30 22:36:47,"E"
8962,98341161,91817170,"C","N",2005-06-16 21:53:53,2005-06-16 22:46:18,"B"
8963,98341261,90818071,"C","Yes",2006-06-04 18:37:19,2006-06-04 21:20:33,"F"
8964,99350320,90807090,"D","N",2005-08-16 21:05:44,2005-08-16 22:19:16,"F"
8965,98250361,90919170,"B","N",2006-08-10 01:53:54,2006-08-10 04:01:07,"F"
8966,98351161,91808191,"F","Yes",2006-02-03 12:12:33,2006-02-03 14:11:11,"B"
8967,99250261,90808081,"A","N",2005-08-05 03:01:37,2005-08-05 04:59:29,"F"
8968,98240221,91908091,"C","Yes",2006-05-04 19:04:09,2006-05-04 19:54:36,"A"
8969,99250361,91807081,"E","N",2006-04-12 12:30:18,2006-04-12 13:59:20,"F"
8970,99241161,91907171,"D","Yes",2006-12-31 15:55:15,2006-12-31 18:06:20,"F"
8971,98351261,91809191,"D","N",2006-03-22 16:35:23,2006-03-22 16:58:17,"F"
8972,98240060,91917191,"F","Yes",2006-03-31 17:16:58,2006-03-31 18:29:49,"F"
8973,98351020,90819170,"E","Yes",2005-05-30 18:35:31,2005-05-30 19:21:00,"E"
8974,99341061,90907091,"C","Yes",2005-06-16 21:43:43,2005-06-16 22:38:17,"B"
8975,98240060,91908070,"C","Yes",2006-12-08 20:08:28,2006-12-08 22:32:19,"C"
8976,98240260,91807181,"A","N",2005-05-06 18:07:17,2005-05-06 18:27:31,"C"
8977,99251020,91908081,"A","N",2005-06-19 14:32:36,2005-06-19 17:19:13,"B"
8978,98350161,91907191,"B","Yes",2006-01-10 04:36:02,2006-01-10 05:06:04,"B"
8979,98240361,90917090,"D","Yes",2005-01-22 05:38:54,2005-01-22 06:18:38,"A"
8980,98340220,90907071,"D","Yes",2006-06-26 01:25:51,2006-06-26 01:43:41,"A"
8981,99241020,90917071,"B","N",2005-05-31 18:32:30,2005-05-31 19:59:54,"F"
8982,98350360,90819070,"A","Yes",2005-01-03 14:14:14,2005-01-03 15:21:13,"D"
8983,98351321,91907171,"F","N",2006-09-20 18:31:53,2006-09-20 20:30:28,"E"
8984,99250021,91907181,"B","N",2006-05-01 18:14:25,2006-05-01 18:37:36,"F"
8985,98341361,91917170,"E","N",2006-04-11 15:07:02,2006-04-11 16:30:28,"B"
8986,99240261,91817080,"C","N",2006-01-10 13:45:42,2006-01-10 14:05:33,"C"
8987,99250021,90907191,"E","N",2006-04-08 01:50:55,2006-04-08 04:08:18,"C"
8988,99340161,91918180,"B","Yes",2005-08-26 13:24:09,2005-08-26 14:02:33,"C"
8989,98341261,90918190,"A","N",2006-08-19 01:34:26,2006-08-19 02:24:49,"C"
8990,99340320,91808071,"B","N",2006-10-27 09:49:28,2006-10-27 12:20:27,"C"
8991,99340261,91908081,"F","Yes",2006-09-12 10:25:11,2006-09-12 11:49:53,"E"
8992,99250161,90907081,"A","Yes",2005-05-02 21:45:38,2005-05-02 21:56:34,"A"
8993,98350120,91807090,"C","N",2006-11-15 22:34:55,2006-11-15 22:55:58,"B"
8994,98241320,91807080,"C","Yes",2006-03-15 22:02:26,2006-03-15 23:39:05,"C"
8995,98250221,90819181,"C","N",2005-05-20 18:32:28,2005-05-20 20:57:38,"E"
8996,98250121,91919091,"B","Yes",2005-10-31 17:33:10,2005-10-31 18:17:52,"E"
8997,98350161,90919180,"E","Yes",2005-09-24 13:41:50,2005-09-24 16:26:02,"E"
8998,98351160,91817181,"D","Yes",2006-10-12 14:40:18,2006-10-12 16:50:23,"C"
8999,99340220,91919081,"C","Yes",2006-06-24 16:43:42,2006-06-24 18:56:15,"B"
9000,98350260,91808071,"C","Yes",2005-07-28 15:25:42,2005-07-28 15:28:59,"F"
9001,98241120,90909090,"B","Yes",2005-12-13 14:09:42,2005-12-13 14:18:16,"C"
9002,98251361,90907070,"A","Yes",2006-02-10 06:18:30,2006-02-10 08:29:54,"A"
9003,99350361,90819190,"E","N",2005-10-19 03:45:46,2005-10-19 05:26:41,"E"
9004,98251221,90808080,"C","Yes",2005-10-22 19:07:10,2005-10-22 20:15:14,"C"
9005,98351021,91819080,"A","N",2006-09-11 13:51:01,2006-09-11 15:08:48,"B"
9006,98240320,91909080,"C","Yes",2006-01-04 11:29:13,2006-01-04 12:12:57,"E"
9007,98340261,90808190,"E","Yes",2005-06-30 22:44:19,2005-07-01 00:02:44,"F"
9008,99250260,91818170,"B","Yes",2005-08-27 09:41:57,2005-08-27 10:28:35,"A"
9009,98340120,91917090,"E","N",2005-03-08 07:43:52,2005-03-08 08:40:17,"A"
9010,98241220,91808070,"F","N",2006-07-09 22:56:55,2006-07-10 00:17:27,"F"
9011,99351120,91918170,"E","N",2005-08-02 06:57:33,2005-08-02 08:01:41,"D"
9012,99351161,91917171,"C","Yes",2006-04-02 00:40:18,2006-04-02 01:36:20,"D"
9013,99350060,91919090,"E","Yes",2005-10-22 06:52:41,2005-10-22 09:18:57,"D"
9014,98340021,90909180,"D","N",2005-01-11 00:01:21,2005-01-11 00:26:28,"B"
9015,99241120,90817080,"C","N",2005-01-11 03:19:43,2005-01-11 05:01:00,"F"
9016,98240121,90819180,"C","N",2006-12-27 22:21:57,2006-12-27 23:33:58,"E"
9017,99340320,90808080,"A","N",2005-04-28 17:35:58,2005-04-28 19:07:04,"F"
9018,98340021,91909180,"A","N",2005-03-21 19:48:24,2005-03-21 21:23:43,"F"
9019,99240021,90907070,"D","Yes",2005-11-23 07:22:18,2005-11-23 09:27:18,"B"
9020,98350321,90809081,"C","N",2006-03-02 03:16:04,2006-03-02 04:46:44,"E"
9021,99251360,90909171,"A","Yes",2005-09-19 06:12:58,2005-09-19 07:18:20,"B"
9022,99251021,90808190,"B","N",2006-08-01 17:23:40,2006-08-01 19:01:23,"B"
9023,98340061,91808191,"E","Yes",2005-06-26 19:09:09,2005-06-26 19:21:33,"E"
9024,99340120,90908170,"A","Yes",2005-09-23 22:16:20,2005-09-23 22:33:41,"A"
9025,99341120,90817071,"F","Yes",2006-10-01 04:24:20,2006-10-01 06:43:10,"D"
9026,99251161,91819090,"B","N",2006-04-18 04:06:11,2006-04-18 06:33:07,"E"
9027,99250060,91917190,"C","N",2005-02-02 00:26:31,2005-02-02 01:15:44,"B"
9028,99351020,90808081,"B","N",2005-03-06 13:04:11,2005-03-06 13:10:58,"D"
9029,98341321,90817190,"F","N",2006-09-09 06:23:26,2006-09-09 07:55:35,"F"
9030,99351060,90818081,"B","N",2006-01-15 11:54:43,2006-01-15 13:52:43,"A"
9031,98241161,90908181,"A","Yes",2005-02-14 17:39:07,2005-02-14 19:39:32,"B"
9032,99351020,90908071,"C","Yes",2006-02-12 11:14:27,2006-02-12 11:58:22,"A"
9033,99350220,90917091,"A","N",2005-03-26 13:37:18,2005-03-26 13:54:58,"E"
9034,98351021,91908071,"B","N",2006-07-12 09:27:29,2006-07-12 12:04:21,"C"
9035,98341220,91818171,"A","N",2005-04-22 20:06:08,2005-04-22 21:50:14,"C"
9036,99251021,91918180,"E","N",2005-08-09 13:54:04,2005-08-09 14:51:14,"B"
9037,98240361,91919080,"D","N",2006-10-09 11:53:04,2006-10-09 13:34:54,"E"
9038,99350121,91817191,"E","Yes",2005-02-22 01:35:00,2005-02-22 03:29:21,"D"
9039,98341321,91907080,"E","N",2006-02-16 18:03:00,2006-02-16 20:26:06,"E"
9040,98340260,91918190,"C","N",2006-03-19 15:54:32,2006-03-19 16:50:04,"A"
9041,99351361,90918091,"E","Yes",2006-10-29 22:48:07,2006-10-30 01:29:29,"C"
9042,99240021,90918170,"B","N",2005-02-12 14:29:05,2005-02-12 14:50:15,"D"
9043,98241361,90817070,"F","N",2006-09-21 18:40:27,2006-09-21 20:54:32,"D"
9044,98241361,91917180,"F","Yes",2005-06-03 04:13:48,2005-06-03 04:57:10,"D"
9045,98250360,91907070,"B","N",2006-12-05 21:15:48,2006-12-05 21:58:17,"B"
9046,98340060,91818091,"E","N",2006-06-29 17:45:38,2006-06-29 20:11:18,"F"
9047,99241161,91807180,"E","Yes",2006-01-25 16:38:56,2006-01-25 16:53:23,"C"
9048,99240161,90907070,"B","N",2005-07-13 06:35:19,2005-07-13 07:38:44,"F"
9049,99340320,91908181,"B","Yes",2005-10-16 01:23:07,2005-10-16 03:14:04,"F"
9050,98341361,90917091,"E","N",2005-10-28 02:23:52,2005-10-28 04:56:42,"F"
9051,99341021,90919170,"E","Yes",2006-08-07 18:29:57,2006-08-07 20:17:34,"B"
9052,98240061,91807081,"F","N",2006-01-23 16:18:56,2006-01-23 17:22:15,"A"
9053,98241221,91818090,"D","N",2006-10-03 18:02:22,2006-10-03 18:56:18,"E"
9054,99340161,90807071,"F","N",2005-11-26 07:30:09,2005-11-26 07:56:57,"E"
9055,99241021,91917090,"B","Yes",2005-11-22 01:41:57,2005-11-22 02:51:35,"B"
9056,98350320,91908070,"D","Yes",2006-11-22 06:08:52,2006-11-22 06:16:36,"F"
9057,98251321,90809081,"C","N",2006-01-26 21:41:32,2006-01-26 23:03:40,"F"
9058,99241021,90907171,"F","Yes",2005-05-28 19:33:48,2005-05-28 19:38:20,"F"
9059,99251161,91919190,"C","N",2006-07-08 01:27:21,2006-07-08 02:30:08,"C"
9060,99251021,90918071,"B","N",2006-02-19 05:34:13,2006-02-19 06:35:31,"D"
9061,98251321,90808181,"F","N",2006-04-28 16:07:05,2006-04-28 16:36:13,"B"
9062,98350220,90907081,"C","N",2006-03-13 10:11:28,2006-03-13 10:21:48,"B"
9063,99340020,90807091,"B","Yes",2005-05-29 21:50:17,2005-05-29 22:02:37,"D"
9064,99251320,91907091,"C","Yes",2006-04-06 03:39:38,2006-04-06 04:41:47,"C"
9065,98351221,91907091,"C","N",2006-03-30 11:26:36,2006-03-30 13:53:48,"A"
9066,98341060,90907191,"B","Yes",2006-03-12 03:34:52,2006-03-12 05:22:18,"C"
9067,99240220,90807080,"A","N",2006-07-15 13:58:19,2006-07-15 16:00:18,"D"
9068,99340361,91917190,"B","Yes",2006-07-19 13:33:10,2006-07-19 14:09:32,"B"
9069,99340121,91917070,"B","N",2006-05-23 09:13:03,2006-05-23 09:39:09,"D"
9070,98241161,90819181,"B","Yes",2005-01-14 21:20:01,2005-01-14 23:30:06,"B"
9071,98341261,90817090,"B","N",2006-07-08 03:02:09,2006-07-08 04:45:01,"F"
9072,98340320,90809070,"A","Yes",2006-08-18 17:17:46,2006-08-18 20:03:04,"E"
9073,98340321,91907091,"B","Yes",2005-08-18 00:30:14,2005-08-18 02:43:53,"C"
9074,98251121,91919091,"D","N",2005-07-18 06:42:38,2005-07-18 07:03:35,"B"
9075,98251021,90918190,"A","N",2006-09-02 07:18:27,2006-09-02 09:43:42,"B"
9076,98350260,91917191,"B","Yes",2005-09-03 15:17:54,2005-09-03 16:00:05,"C"
9077,98251061,90908080,"B","N",2005-10-13 18:15:00,2005-10-13 18:19:14,"B"
9078,99241321,91908070,"E","Yes",2005-08-10 07:31:42,2005-08-10 09:50:42,"E"
9079,99350360,91807180,"C","N",2006-09-20 07:46:30,2006-09-20 08:29:20,"E"
9080,98240260,91819090,"B","N",2006-10-15 22:40:12,2006-10-15 23:41:31,"E"
9081,99340220,90907181,"A","N",2006-02-21 05:42:41,2006-02-21 07:04:49,"C"
9083,98351020,90917191,"B","Yes",2006-11-21 19:40:35,2006-11-21 21:06:17,"F"
9084,98340061,90819081,"D","Yes",2006-12-10 00:24:54,2006-12-10 02:05:12,"D"
9085,98351320,91807091,"B","N",2006-10-07 21:33:17,2006-10-08 00:05:34,"E"
9086,99351360,91919071,"A","Yes",2005-10-17 00:17:51,2005-10-17 01:33:21,"F"
9087,99241221,91918171,"B","Yes",2006-11-09 09:38:49,2006-11-09 11:48:44,"D"
9088,99351221,90908091,"E","Yes",2005-12-06 10:21:30,2005-12-06 11:32:49,"B"
9089,98251320,91908090,"B","N",2005-02-24 02:55:28,2005-02-24 03:27:08,"B"
9090,99240021,90819191,"C","N",2005-01-08 09:16:17,2005-01-08 09:53:39,"F"
9091,98250221,90918181,"D","Yes",2005-09-24 20:21:22,2005-09-24 23:07:26,"C"
9092,99351120,91919181,"B","Yes",2005-03-15 20:51:31,2005-03-15 23:12:30,"E"
9093,99340120,90909180,"F","N",2005-01-10 18:56:37,2005-01-10 19:02:22,"D"
9094,99351061,91819180,"E","N",2006-08-27 10:27:37,2006-08-27 12:09:00,"E"
9095,99241060,90907071,"C","N",2005-06-25 16:24:35,2005-06-25 17:42:41,"A"
9096,99341121,91917170,"A","N",2006-03-26 00:15:15,2006-03-26 02:17:57,"E"
9097,99351120,90807090,"B","Yes",2006-10-10 02:08:44,2006-10-10 02:32:13,"F"
9098,98350261,90819071,"F","N",2006-10-20 00:52:22,2006-10-20 02:14:52,"A"
9099,99240160,90918071,"A","N",2006-05-08 13:08:03,2006-05-08 15:10:34,"D"
9100,99250360,91919091,"F","Yes",2005-11-22 18:25:07,2005-11-22 20:44:50,"C"
9101,99241221,91909171,"E","N",2005-10-10 16:06:52,2005-10-10 18:01:23,"D"
9102,99241160,90818071,"A","N",2005-11-01 15:07:45,2005-11-01 16:49:02,"A"
9103,99350060,90919181,"E","N",2005-10-16 06:50:09,2005-10-16 08:10:13,"C"
9104,98251320,90917181,"B","N",2006-09-21 16:42:27,2006-09-21 19:06:33,"F"
9105,98350120,90907071,"A","Yes",2006-06-12 02:20:10,2006-06-12 04:44:19,"E"
9106,99251061,91917080,"C","N",2006-02-21 19:18:22,2006-02-21 20:22:59,"D"
9107,98350220,91807071,"B","Yes",2006-08-06 10:02:52,2006-08-06 12:18:35,"A"
9108,99250221,90817090,"A","Yes",2005-08-01 22:54:14,2005-08-02 00:59:58,"F"
9109,99351021,90809181,"D","N",2006-05-21 15:04:05,2006-05-21 15:52:51,"D"
9110,98241320,90907070,"D","Yes",2006-07-23 09:40:53,2006-07-23 11:22:27,"F"
9111,99351320,90907090,"D","N",2005-02-23 03:38:43,2005-02-23 04:24:16,"A"
9112,98351361,91909170,"C","N",2006-05-24 19:54:30,2006-05-24 21:30:17,"D"
9113,98340161,90919071,"B","N",2006-08-01 21:24:30,2006-08-02 00:03:44,"A"
9114,98250160,91819080,"D","N",2005-03-21 15:48:45,2005-03-21 17:57:46,"D"
9115,98240360,91819071,"C","N",2005-11-11 08:47:45,2005-11-11 09:32:00,"F"
9116,98351361,90908190,"E","N",2005-06-24 01:28:00,2005-06-24 02:35:24,"A"
9117,98250161,91908181,"F","Yes",2005-10-30 15:51:08,2005-10-30 16:17:21,"B"
9118,99340121,90808191,"F","N",2005-09-06 10:23:44,2005-09-06 10:55:30,"A"
9119,99251360,91818071,"F","N",2005-03-03 16:27:25,2005-03-03 17:44:37,"F"
9120,98351320,91918191,"C","N",2006-09-02 15:38:35,2006-09-02 16:49:19,"E"
9121,99250060,91807180,"B","Yes",2006-03-27 08:26:08,2006-03-27 09:49:15,"D"
9122,99351161,91909171,"E","Yes",2006-01-29 22:53:45,2006-01-30 01:02:19,"E"
9123,98341321,90919170,"A","N",2005-04-14 06:37:17,2005-04-14 07:05:22,"F"
9124,98341261,91808071,"A","N",2005-11-30 12:08:53,2005-11-30 12:42:24,"C"
9125,98350220,90919190,"A","Yes",2005-09-06 03:56:19,2005-09-06 05:23:19,"C"
9126,99240061,91807190,"C","N",2006-05-01 16:50:52,2006-05-01 19:28:23,"C"
9127,98351120,91919080,"F","N",2005-01-27 21:48:40,2005-01-27 22:57:31,"F"
9128,98350061,90918191,"D","Yes",2006-05-11 10:53:13,2006-05-11 11:17:41,"A"
9129,98241361,90819070,"D","N",2006-10-19 07:18:51,2006-10-19 08:59:26,"E"
9131,99341121,91808091,"F","Yes",2006-11-07 15:24:10,2006-11-07 15:26:19,"B"
9132,99241260,91908080,"A","N",2006-02-25 12:28:33,2006-02-25 14:02:22,"F"
9133,98240061,90907191,"C","N",2005-09-23 02:13:55,2005-09-23 03:41:12,"E"
9134,99241321,90808080,"B","N",2006-03-02 22:47:57,2006-03-03 00:22:44,"C"
9135,99251121,91919191,"C","N",2005-06-22 02:37:48,2005-06-22 02:56:57,"F"
9136,98341061,90909170,"F","Yes",2006-03-09 05:48:18,2006-03-09 06:33:47,"A"
9137,98350161,91917090,"C","N",2006-03-14 06:49:20,2006-03-14 07:07:44,"B"
9138,98251320,91909071,"E","N",2006-10-02 06:04:41,2006-10-02 08:42:39,"C"
9139,99251160,90917080,"B","N",2006-10-04 06:07:55,2006-10-04 06:45:50,"D"
9140,98251260,91919070,"D","Yes",2005-08-26 13:36:01,2005-08-26 16:02:14,"E"
9141,98341020,90807191,"C","N",2005-05-24 02:45:54,2005-05-24 03:18:45,"E"
9142,99240061,90808181,"C","Yes",2006-12-20 01:48:37,2006-12-20 02:24:04,"F"
9143,99251260,91908070,"B","Yes",2005-03-27 16:16:01,2005-03-27 16:45:31,"F"
9144,98341220,91808090,"D","N",2006-08-27 10:39:25,2006-08-27 11:10:10,"B"
9145,99250221,91907071,"B","N",2005-09-06 12:49:44,2005-09-06 14:34:04,"F"
9146,98341120,91818071,"C","Yes",2005-12-28 03:52:08,2005-12-28 05:06:51,"F"
9147,99350260,90819091,"E","N",2006-10-20 03:24:39,2006-10-20 05:45:43,"D"
9148,99241321,90808071,"E","N",2006-11-03 09:09:24,2006-11-03 09:23:18,"D"
9149,98251061,90818190,"A","N",2005-02-14 12:19:09,2005-02-14 13:03:21,"A"
9150,99251120,90818091,"F","N",2006-12-22 19:42:48,2006-12-22 20:23:55,"F"
9151,99350021,91807181,"D","Yes",2005-02-03 16:51:07,2005-02-03 19:27:20,"B"
9152,98251261,90808190,"D","N",2006-04-07 20:54:53,2006-04-07 21:57:18,"F"
9153,99341320,90919071,"B","Yes",2005-06-14 17:29:03,2005-06-14 18:02:31,"C"
9154,98350360,90907181,"F","N",2005-05-08 00:02:54,2005-05-08 00:49:32,"E"
9155,98341360,91817080,"C","Yes",2006-12-01 21:34:49,2006-12-01 22:16:22,"F"
9156,98240060,91807091,"F","Yes",2005-02-09 14:19:13,2005-02-09 14:32:42,"C"
9157,99251261,90908180,"E","N",2006-07-10 13:01:20,2006-07-10 15:35:45,"C"
9158,98241121,90808171,"B","Yes",2006-01-23 22:49:55,2006-01-24 00:21:38,"A"
9159,99240220,91809170,"C","Yes",2006-03-19 21:58:35,2006-03-19 23:37:45,"E"
9160,98351321,90819070,"C","Yes",2006-01-19 21:15:07,2006-01-19 22:35:48,"D"
9161,98240020,91807081,"E","N",2005-10-11 10:11:58,2005-10-11 11:57:22,"D"
9162,98351020,91918090,"C","Yes",2005-12-25 12:46:09,2005-12-25 13:41:35,"B"
9163,98251221,90817081,"A","N",2006-05-19 02:44:34,2006-05-19 03:33:23,"E"
9164,99340060,91909171,"A","N",2005-09-25 01:33:56,2005-09-25 02:11:44,"F"
9165,98251221,91918071,"D","N",2006-01-15 01:35:10,2006-01-15 03:21:38,"F"
9166,99241021,91917071,"C","Yes",2006-01-13 08:47:55,2006-01-13 10:31:00,"B"
9167,99250260,90818081,"F","Yes",2005-07-31 09:54:15,2005-07-31 12:23:40,"A"
9168,99251160,91818170,"B","N",2006-07-03 11:14:01,2006-07-03 11:18:20,"D"
9169,99241020,91817190,"F","N",2006-11-22 22:08:34,2006-11-22 23:17:24,"F"
9170,98241120,90817170,"C","N",2005-01-08 19:23:47,2005-01-08 20:38:34,"F"
9171,99341260,91817190,"A","Yes",2006-03-28 09:38:21,2006-03-28 10:21:23,"D"
9172,98341261,91817170,"B","N",2006-12-04 03:24:39,2006-12-04 03:28:14,"D"
9173,99240121,90809081,"B","Yes",2006-09-21 00:02:57,2006-09-21 02:48:41,"B"
9174,99250260,91918091,"F","Yes",2005-10-09 10:47:41,2005-10-09 11:26:38,"D"
9175,98341320,90909171,"A","N",2006-12-16 00:23:36,2006-12-16 02:23:15,"B"
9176,98241020,91908090,"D","Yes",2006-11-22 04:17:21,2006-11-22 06:32:50,"C"
9177,98241061,91907191,"C","N",2006-03-12 19:56:30,2006-03-12 20:21:51,"E"
